sku,label,label_id,r_j,p_vigente,p_en_riesgo,p_obsoleto,label_pred,correct
3256810120639345,OBSOLETO,2,0.986265,0.008292,0.005442,0.986265,OBSOLETO,1
v1|188471376090|0,EN_RIESGO,1,0.007325,0.001589,0.991086,0.007325,EN_RIESGO,1
151841758,VIGENTE,0,0.001661,0.997261,0.001078,0.001661,VIGENTE,1
v1|236897055366|0,VIGENTE,0,0.004136,0.992522,0.003342,0.004136,VIGENTE,1
,OBSOLETO,2,0.72505,0.090633,0.184317,0.72505,OBSOLETO,1
153268127,VIGENTE,0,0.012851,0.97674,0.010408,0.012851,VIGENTE,1
v1|404550226839|0,VIGENTE,0,0.107401,0.782492,0.110107,0.107401,VIGENTE,1
153729311,VIGENTE,0,0.001976,0.996555,0.001469,0.001976,VIGENTE,1
v1|157832079765|0,OBSOLETO,2,0.72505,0.090633,0.184317,0.72505,OBSOLETO,1
152101681,EN_RIESGO,1,0.823189,0.085733,0.091078,0.823189,OBSOLETO,0
,OBSOLETO,2,0.911312,0.046123,0.042565,0.911312,OBSOLETO,1
144589080,OBSOLETO,2,0.976992,0.011586,0.011422,0.976992,OBSOLETO,1
B07R75PVVJ,OBSOLETO,2,0.638094,0.137299,0.224607,0.638094,OBSOLETO,1
155551658,OBSOLETO,2,0.353332,0.027097,0.619571,0.353332,EN_RIESGO,0
,OBSOLETO,2,0.190433,0.027948,0.781619,0.190433,EN_RIESGO,0
v1|236880906611|0,VIGENTE,0,0.020555,0.962265,0.01718,0.020555,VIGENTE,1
,EN_RIESGO,1,0.00125,9.7e-05,0.998652,0.00125,EN_RIESGO,1
v1|147278247961|0,VIGENTE,0,0.001697,0.996991,0.001311,0.001697,VIGENTE,1
v1|127902107224|0,OBSOLETO,2,0.114132,0.085969,0.799899,0.114132,EN_RIESGO,0
B07NBSZZS9,OBSOLETO,2,0.162362,0.737602,0.100036,0.162362,VIGENTE,0
145673336,OBSOLETO,2,0.99786,0.001113,0.001027,0.99786,OBSOLETO,1
152910979,EN_RIESGO,1,0.208251,0.339425,0.452324,0.208251,EN_RIESGO,1
140972977,EN_RIESGO,1,0.871234,0.07226,0.056506,0.871234,OBSOLETO,0
154329482,VIGENTE,0,0.3506,0.645977,0.003423,0.3506,VIGENTE,1
138182836,OBSOLETO,2,0.993389,0.001936,0.004675,0.993389,OBSOLETO,1
152880980,EN_RIESGO,1,0.984946,0.009502,0.005553,0.984946,OBSOLETO,0
131614630,EN_RIESGO,1,0.013116,0.002567,0.984317,0.013116,EN_RIESGO,1
v1|366542002212|0,EN_RIESGO,1,0.016433,0.001523,0.982044,0.016433,EN_RIESGO,1
3256808243556239,OBSOLETO,2,0.967402,0.019397,0.013201,0.967402,OBSOLETO,1
v1|335967998985|0,VIGENTE,0,0.001599,0.996907,0.001494,0.001599,VIGENTE,1
142771746,VIGENTE,0,0.095092,0.601213,0.303695,0.095092,VIGENTE,1
154124000,VIGENTE,0,0.002486,0.996142,0.001372,0.002486,VIGENTE,1
152083512,VIGENTE,0,0.020874,0.965229,0.013897,0.020874,VIGENTE,1
153540972,OBSOLETO,2,0.986753,0.008058,0.005189,0.986753,OBSOLETO,1
3256812072334406,OBSOLETO,2,0.990502,0.005784,0.003714,0.990502,OBSOLETO,1
,EN_RIESGO,1,0.009745,0.000544,0.989711,0.009745,EN_RIESGO,1
139844574,OBSOLETO,2,0.9433,0.034678,0.022022,0.9433,OBSOLETO,1
v1|407075192750|0,VIGENTE,0,0.003269,0.994056,0.002675,0.003269,VIGENTE,1
155530125,EN_RIESGO,1,0.034649,0.049548,0.915803,0.034649,EN_RIESGO,1
144617675,VIGENTE,0,0.016159,0.970671,0.01317,0.016159,VIGENTE,1
154882518,VIGENTE,0,0.000663,0.998864,0.000473,0.000663,VIGENTE,1
,OBSOLETO,2,0.299484,0.120837,0.579678,0.299484,EN_RIESGO,0
20001290955,OBSOLETO,2,0.999565,0.000304,0.000131,0.999565,OBSOLETO,1
B0DM4CBKFY,EN_RIESGO,1,0.014252,0.007096,0.978652,0.014252,EN_RIESGO,1
v1|198502158911|0,VIGENTE,0,0.013061,0.977737,0.009202,0.013061,VIGENTE,1
,OBSOLETO,2,0.036527,0.006214,0.957259,0.036527,EN_RIESGO,0
152843250,VIGENTE,0,0.008448,0.988926,0.002626,0.008448,VIGENTE,1
B0C69GQ6WG,EN_RIESGO,1,0.940808,0.0342,0.024992,0.940808,OBSOLETO,0
,OBSOLETO,2,0.988772,0.006402,0.004826,0.988772,OBSOLETO,1
152386530,OBSOLETO,2,0.99797,0.001117,0.000912,0.99797,OBSOLETO,1
3256811650810036,OBSOLETO,2,0.994625,0.002241,0.003133,0.994625,OBSOLETO,1
,OBSOLETO,2,0.338563,0.145668,0.515769,0.338563,EN_RIESGO,0
148521569,VIGENTE,0,0.003178,0.994772,0.00205,0.003178,VIGENTE,1
v1|147260745088|0,EN_RIESGO,1,0.027312,0.01167,0.961017,0.027312,EN_RIESGO,1
141104307,EN_RIESGO,1,0.016667,0.003306,0.980027,0.016667,EN_RIESGO,1
154326812,VIGENTE,0,0.053848,0.939467,0.006685,0.053848,VIGENTE,1
B0DJTHH8YF,VIGENTE,0,0.001755,0.997065,0.00118,0.001755,VIGENTE,1
v1|377256752129|0,EN_RIESGO,1,0.002276,0.000254,0.99747,0.002276,EN_RIESGO,1
155252533,VIGENTE,0,0.000968,0.998515,0.000516,0.000968,VIGENTE,1
v1|318550184693|0,EN_RIESGO,1,0.030603,0.01369,0.955708,0.030603,EN_RIESGO,1
155551687,VIGENTE,0,0.004946,0.991294,0.00376,0.004946,VIGENTE,1
2251832699270898,OBSOLETO,2,0.993056,0.004549,0.002394,0.993056,OBSOLETO,1
v1|204708136301|505336697165,OBSOLETO,2,0.025869,0.003184,0.970947,0.025869,EN_RIESGO,0
v1|800344117974|0,EN_RIESGO,1,0.005082,0.000333,0.994585,0.005082,EN_RIESGO,1
129913929,EN_RIESGO,1,0.711151,0.150462,0.138386,0.711151,OBSOLETO,0
B0F214Z4HZ,VIGENTE,0,0.459747,0.531672,0.008581,0.459747,VIGENTE,1
153226258,VIGENTE,0,0.003842,0.992781,0.003376,0.003842,VIGENTE,1
154799362,VIGENTE,0,0.000538,0.99919,0.000272,0.000538,VIGENTE,1
v1|156574193199|0,VIGENTE,0,0.000365,0.999315,0.00032,0.000365,VIGENTE,1
1555493,OBSOLETO,2,0.989792,0.006386,0.003822,0.989792,OBSOLETO,1
145798008,EN_RIESGO,1,0.175997,0.125964,0.698039,0.175997,EN_RIESGO,1
,EN_RIESGO,1,0.017845,0.002564,0.979591,0.017845,EN_RIESGO,1
B0H1PTJZ4X,EN_RIESGO,1,0.030554,0.032338,0.937109,0.030554,EN_RIESGO,1
154680085,VIGENTE,0,0.000729,0.998824,0.000447,0.000729,VIGENTE,1
v1|286990267425|0,VIGENTE,0,0.02741,0.951263,0.021328,0.02741,VIGENTE,1
B0GWYB3SF5,VIGENTE,0,0.005174,0.991932,0.002894,0.005174,VIGENTE,1
155252517,VIGENTE,0,0.000695,0.998983,0.000322,0.000695,VIGENTE,1
152912823,EN_RIESGO,1,0.968378,0.01853,0.013092,0.968378,OBSOLETO,0
v1|236948839811|0,EN_RIESGO,1,0.002275,0.000236,0.997489,0.002275,EN_RIESGO,1
153268127,VIGENTE,0,0.019633,0.962282,0.018086,0.019633,VIGENTE,1
149072661,EN_RIESGO,1,0.058444,0.024841,0.916716,0.058444,EN_RIESGO,1
145298915,OBSOLETO,2,0.491202,0.208533,0.300265,0.491202,OBSOLETO,1
v1|317296074923|0,EN_RIESGO,1,0.00215,0.000575,0.997275,0.00215,EN_RIESGO,1
B0DC8553XN,EN_RIESGO,1,0.009005,0.005341,0.985653,0.009005,EN_RIESGO,1
v1|147391813052|0,OBSOLETO,2,0.020376,0.007399,0.972225,0.020376,EN_RIESGO,0
151847584,EN_RIESGO,1,0.229035,0.204774,0.566191,0.229035,EN_RIESGO,1
3256810393780558,OBSOLETO,2,0.249159,0.24513,0.50571,0.249159,EN_RIESGO,0
B0DK3GG3TY,EN_RIESGO,1,0.927275,0.009798,0.062927,0.927275,OBSOLETO,0
v1|287379765052|0,EN_RIESGO,1,0.000938,0.00013,0.998932,0.000938,EN_RIESGO,1
B0C7KNS1SB,EN_RIESGO,1,0.043428,0.023485,0.933087,0.043428,EN_RIESGO,1
,OBSOLETO,2,0.999969,2.1e-05,1e-05,0.999969,OBSOLETO,1
148597259,VIGENTE,0,0.170429,0.579534,0.250037,0.170429,VIGENTE,1
B0GXKN6F68,EN_RIESGO,1,0.993182,0.004314,0.002505,0.993182,OBSOLETO,0
v1|326456592876|0,VIGENTE,0,0.030626,0.022154,0.94722,0.030626,EN_RIESGO,0
153376002,EN_RIESGO,1,0.993905,0.004042,0.002053,0.993905,OBSOLETO,0
3256808219970860,OBSOLETO,2,0.999456,0.000348,0.000195,0.999456,OBSOLETO,1
149197529,OBSOLETO,2,0.059806,0.018585,0.921609,0.059806,EN_RIESGO,0
152148757,OBSOLETO,2,0.976662,0.01343,0.009908,0.976662,OBSOLETO,1
152953987,VIGENTE,0,0.002268,0.996139,0.001592,0.002268,VIGENTE,1
v1|186361101615|0,EN_RIESGO,1,0.017858,0.001686,0.980456,0.017858,EN_RIESGO,1
152004737,VIGENTE,0,0.001949,0.996945,0.001107,0.001949,VIGENTE,1
154798950,VIGENTE,0,0.002837,0.995552,0.001611,0.002837,VIGENTE,1
152004679,VIGENTE,0,0.004166,0.993322,0.002512,0.004166,VIGENTE,1
,EN_RIESGO,1,0.006511,0.004383,0.989106,0.006511,EN_RIESGO,1
v1|407036301970|0,EN_RIESGO,1,0.179348,0.112852,0.7078,0.179348,EN_RIESGO,1
154588603,VIGENTE,0,0.015086,0.015875,0.969039,0.015086,EN_RIESGO,0
139844319,OBSOLETO,2,0.998339,0.001078,0.000583,0.998339,OBSOLETO,1
v1|153469962880|453428440428,OBSOLETO,2,0.02298,0.007195,0.969824,0.02298,EN_RIESGO,0
154602481,EN_RIESGO,1,0.634361,0.246968,0.118671,0.634361,OBSOLETO,0
B0F43HC711,EN_RIESGO,1,0.329364,0.321917,0.348718,0.329364,EN_RIESGO,1
,EN_RIESGO,1,0.354325,0.0531,0.592575,0.354325,EN_RIESGO,1
153226331,VIGENTE,0,0.00969,0.982841,0.00747,0.00969,VIGENTE,1
v1|306339898310|606040841889,VIGENTE,0,0.065106,0.86563,0.069264,0.065106,VIGENTE,1
145499490,OBSOLETO,2,0.99723,0.001728,0.001042,0.99723,OBSOLETO,1
v1|376691658886|0,EN_RIESGO,1,0.00125,9.7e-05,0.998652,0.00125,EN_RIESGO,1
2255799935036367,OBSOLETO,2,0.99811,0.001206,0.000684,0.99811,OBSOLETO,1
152298139,OBSOLETO,2,0.42884,0.099528,0.471632,0.42884,EN_RIESGO,0
2095241,OBSOLETO,2,0.723584,0.203173,0.073243,0.723584,OBSOLETO,1
v1|377196997145|0,VIGENTE,0,0.007359,0.986792,0.005849,0.007359,VIGENTE,1
152675775,VIGENTE,0,0.039637,0.926578,0.033785,0.039637,VIGENTE,1
20001210281,VIGENTE,0,0.018558,0.974168,0.007274,0.018558,VIGENTE,1
155470749,OBSOLETO,2,0.35977,0.599524,0.040706,0.35977,VIGENTE,0
v1|206317785234|0,VIGENTE,0,0.006194,0.988933,0.004873,0.006194,VIGENTE,1
148597886,VIGENTE,0,0.869641,0.122571,0.007788,0.869641,OBSOLETO,0
B089DJZV7F,OBSOLETO,2,0.994735,0.003486,0.001779,0.994735,OBSOLETO,1
B0H5NQSCXK,EN_RIESGO,1,0.037993,0.032164,0.929843,0.037993,EN_RIESGO,1
3256801483751918,OBSOLETO,2,0.980375,0.011197,0.008428,0.980375,OBSOLETO,1
143745731,EN_RIESGO,1,0.998927,0.000693,0.000379,0.998927,OBSOLETO,0
126885310,EN_RIESGO,1,0.566507,0.186866,0.246627,0.566507,OBSOLETO,0
127209126,EN_RIESGO,1,0.025419,0.036542,0.938038,0.025419,EN_RIESGO,1
154799362,VIGENTE,0,0.002868,0.995543,0.001589,0.002868,VIGENTE,1
v1|168384185727|0,VIGENTE,0,0.007721,0.985452,0.006827,0.007721,VIGENTE,1
133869627,EN_RIESGO,1,0.008484,0.007403,0.984113,0.008484,EN_RIESGO,1
v1|167004388989|0,VIGENTE,0,0.001548,0.996936,0.001517,0.001548,VIGENTE,1
,OBSOLETO,2,0.533608,0.332766,0.133627,0.533608,OBSOLETO,1
v1|236591778796|0,EN_RIESGO,1,0.011216,0.00129,0.987494,0.011216,EN_RIESGO,1
152398844,EN_RIESGO,1,0.948358,0.0286,0.023043,0.948358,OBSOLETO,0
v1|158070715600|0,EN_RIESGO,1,0.011692,0.00498,0.983328,0.011692,EN_RIESGO,1
140685392,OBSOLETO,2,0.998915,0.00048,0.000605,0.998915,OBSOLETO,1
,OBSOLETO,2,0.007645,0.000234,0.992121,0.007645,EN_RIESGO,0
B07MMD4DDJ,OBSOLETO,2,0.015542,0.006196,0.978262,0.015542,EN_RIESGO,0
,EN_RIESGO,1,0.027312,0.01167,0.961017,0.027312,EN_RIESGO,1
152390511,EN_RIESGO,1,0.877726,0.092335,0.029939,0.877726,OBSOLETO,0
152452965,EN_RIESGO,1,0.050379,0.01136,0.938262,0.050379,EN_RIESGO,1
v1|197367028551|0,OBSOLETO,2,0.394371,0.129084,0.476544,0.394371,EN_RIESGO,0
132046762,OBSOLETO,2,0.983381,0.010209,0.00641,0.983381,OBSOLETO,1
144742494,EN_RIESGO,1,0.013627,0.012116,0.974256,0.013627,EN_RIESGO,1
B0D9YBN4L5,EN_RIESGO,1,0.557314,0.422243,0.020444,0.557314,OBSOLETO,0
153053117,EN_RIESGO,1,0.041892,0.025836,0.932271,0.041892,EN_RIESGO,1
152117872,VIGENTE,0,0.000317,0.999464,0.000219,0.000317,VIGENTE,1
v1|188451848083|0,VIGENTE,0,0.004957,0.989566,0.005478,0.004957,VIGENTE,1
v1|267729094032|0,VIGENTE,0,0.005531,0.990594,0.003875,0.005531,VIGENTE,1
v1|205763763400|0,VIGENTE,0,0.000114,0.999791,9.4e-05,0.000114,VIGENTE,1
124226905,OBSOLETO,2,0.587324,0.323359,0.089317,0.587324,OBSOLETO,1
,EN_RIESGO,1,0.002093,0.000113,0.997794,0.002093,EN_RIESGO,1
3256810298673859,OBSOLETO,2,0.102101,0.067226,0.830674,0.102101,EN_RIESGO,0
v1|318609211069|0,OBSOLETO,2,0.47916,0.114303,0.406537,0.47916,OBSOLETO,1
154030225,EN_RIESGO,1,0.018176,0.017139,0.964685,0.018176,EN_RIESGO,1
151062537,EN_RIESGO,1,0.10093,0.115936,0.783134,0.10093,EN_RIESGO,1
3256804991956562,OBSOLETO,2,0.999796,0.000138,6.6e-05,0.999796,OBSOLETO,1
v1|398167804098|0,EN_RIESGO,1,0.00286,0.000269,0.996872,0.00286,EN_RIESGO,1
B0GJS98B1Q,EN_RIESGO,1,0.589443,0.251954,0.158603,0.589443,OBSOLETO,0
138693751,EN_RIESGO,1,0.999311,0.000445,0.000244,0.999311,OBSOLETO,0
20001290951,OBSOLETO,2,0.999212,0.000539,0.000249,0.999212,OBSOLETO,1
148521569,VIGENTE,0,0.006631,0.990022,0.003347,0.006631,VIGENTE,1
154951629,VIGENTE,0,0.09376,0.899236,0.007004,0.09376,VIGENTE,1
150488507,OBSOLETO,2,0.999927,5e-05,2.3e-05,0.999927,OBSOLETO,1
151066367,VIGENTE,0,0.06832,0.881832,0.049848,0.06832,VIGENTE,1
v1|127974672750|0,VIGENTE,0,7.7e-05,0.999861,6.2e-05,7.7e-05,VIGENTE,1
149480120,OBSOLETO,2,0.999981,1.4e-05,6e-06,0.999981,OBSOLETO,1
152116194,VIGENTE,0,0.001004,0.998214,0.000782,0.001004,VIGENTE,1
154911994,VIGENTE,0,0.014555,0.974797,0.010648,0.014555,VIGENTE,1
B0H6L6P91B,VIGENTE,0,0.768184,0.189941,0.041876,0.768184,OBSOLETO,0
,OBSOLETO,2,0.23396,0.656996,0.109044,0.23396,VIGENTE,0
v1|397833127346|0,OBSOLETO,2,0.757669,0.073106,0.169224,0.757669,OBSOLETO,1
,OBSOLETO,2,0.679938,0.02568,0.294382,0.679938,OBSOLETO,1
B0GMRSMNGB,VIGENTE,0,0.023377,0.961751,0.014872,0.023377,VIGENTE,1
139583883,EN_RIESGO,1,0.941605,0.025833,0.032562,0.941605,OBSOLETO,0
20001415544,OBSOLETO,2,0.19755,0.729136,0.073314,0.19755,VIGENTE,0
B0CB896CL6,EN_RIESGO,1,0.405762,0.516416,0.077823,0.405762,VIGENTE,0
v1|377342521987|0,VIGENTE,0,0.007356,0.988541,0.004103,0.007356,VIGENTE,1
,OBSOLETO,2,0.805429,0.079702,0.114869,0.805429,OBSOLETO,1
v1|358615569433|0,EN_RIESGO,1,0.008679,0.000886,0.990435,0.008679,EN_RIESGO,1
139854035,EN_RIESGO,1,0.255048,0.097554,0.647398,0.255048,EN_RIESGO,1
153268127,VIGENTE,0,0.011352,0.979416,0.009232,0.011352,VIGENTE,1
155201460,OBSOLETO,2,0.994937,0.002823,0.002239,0.994937,OBSOLETO,1
v1|197367028551|0,OBSOLETO,2,0.394371,0.129084,0.476544,0.394371,EN_RIESGO,0
153210598,EN_RIESGO,1,0.844447,0.090167,0.065386,0.844447,OBSOLETO,0
142771746,VIGENTE,0,0.101391,0.72294,0.175669,0.101391,VIGENTE,1
20001240949,OBSOLETO,2,1.0,0.0,0.0,1.0,OBSOLETO,1
v1|167656974527|0,OBSOLETO,2,0.93198,0.006243,0.061777,0.93198,OBSOLETO,1
152295347,OBSOLETO,2,0.999938,4.3e-05,1.9e-05,0.999938,OBSOLETO,1
152675775,VIGENTE,0,0.029573,0.947404,0.023023,0.029573,VIGENTE,1
,EN_RIESGO,1,0.003367,0.00057,0.996062,0.003367,EN_RIESGO,1
155554619,EN_RIESGO,1,0.992624,0.004681,0.002695,0.992624,OBSOLETO,0
151825252,OBSOLETO,2,0.994136,0.003811,0.002053,0.994136,OBSOLETO,1
129933454,EN_RIESGO,1,0.009917,0.004867,0.985216,0.009917,EN_RIESGO,1
v1|168523632737|0,VIGENTE,0,0.009137,0.981755,0.009108,0.009137,VIGENTE,1
v1|267506465794|0,VIGENTE,0,0.000365,0.999291,0.000344,0.000365,VIGENTE,1
v1|227116268043|0,VIGENTE,0,0.053885,0.889245,0.05687,0.053885,VIGENTE,1
,EN_RIESGO,1,0.007208,0.001324,0.991469,0.007208,EN_RIESGO,1
150684983,EN_RIESGO,1,0.00757,0.011115,0.981315,0.00757,EN_RIESGO,1
154799346,VIGENTE,0,0.004328,0.992801,0.002871,0.004328,VIGENTE,1
v1|236909224476|0,VIGENTE,0,0.001164,0.998004,0.000832,0.001164,VIGENTE,1
152116478,VIGENTE,0,0.004963,0.99073,0.004307,0.004963,VIGENTE,1
v1|318030219927|0,VIGENTE,0,0.018985,0.968607,0.012408,0.018985,VIGENTE,1
v1|287465336093|0,EN_RIESGO,1,0.002815,0.000583,0.996602,0.002815,EN_RIESGO,1
150514111,OBSOLETO,2,0.999937,4.3e-05,2e-05,0.999937,OBSOLETO,1
153727092,VIGENTE,0,0.116222,0.879735,0.004043,0.116222,VIGENTE,1
3256808219970860,OBSOLETO,2,0.999456,0.000348,0.000195,0.999456,OBSOLETO,1
v1|357672957795|0,VIGENTE,0,0.001725,0.996687,0.001588,0.001725,VIGENTE,1
v1|127927567288|0,EN_RIESGO,1,0.011469,0.006951,0.98158,0.011469,EN_RIESGO,1
152189965,VIGENTE,0,0.068155,0.87091,0.060936,0.068155,VIGENTE,1
v1|327018523485|0,OBSOLETO,2,0.07618,0.027574,0.896246,0.07618,EN_RIESGO,0
152966565,VIGENTE,0,0.027268,0.960641,0.012091,0.027268,VIGENTE,1
,EN_RIESGO,1,0.35952,0.36754,0.27294,0.35952,VIGENTE,0
140825884,EN_RIESGO,1,0.739179,0.14545,0.115371,0.739179,OBSOLETO,0
,EN_RIESGO,1,0.018266,0.007577,0.974157,0.018266,EN_RIESGO,1
,OBSOLETO,2,0.994738,0.003356,0.001906,0.994738,OBSOLETO,1
,OBSOLETO,2,0.570372,0.032153,0.397474,0.570372,OBSOLETO,1
,OBSOLETO,2,0.007477,0.000298,0.992225,0.007477,EN_RIESGO,0
v1|298449116434|0,EN_RIESGO,1,0.017708,0.007742,0.97455,0.017708,EN_RIESGO,1
v1|227415120461|0,OBSOLETO,2,0.103129,0.039505,0.857366,0.103129,EN_RIESGO,0
3256803270198177,OBSOLETO,2,0.101437,0.059916,0.838647,0.101437,EN_RIESGO,0
153738968,EN_RIESGO,1,0.992089,0.005052,0.002859,0.992089,OBSOLETO,0
148635380,VIGENTE,0,0.063647,0.896047,0.040307,0.063647,VIGENTE,1
152148757,OBSOLETO,2,0.973475,0.014659,0.011866,0.973475,OBSOLETO,1
144296282,VIGENTE,0,0.037569,0.879159,0.083272,0.037569,VIGENTE,1
v1|206381280185|0,VIGENTE,0,0.009007,0.985486,0.005507,0.009007,VIGENTE,1
v1|157832079765|0,OBSOLETO,2,0.72505,0.090633,0.184317,0.72505,OBSOLETO,1
152914315,EN_RIESGO,1,0.713042,0.257896,0.029062,0.713042,OBSOLETO,0
B0GN9LMSMY,VIGENTE,0,0.006714,0.988699,0.004587,0.006714,VIGENTE,1
153226538,VIGENTE,0,0.017094,0.967845,0.015061,0.017094,VIGENTE,1
152558500,EN_RIESGO,1,0.007951,0.987403,0.004646,0.007951,VIGENTE,0
3256811705637287,EN_RIESGO,1,0.019163,0.012434,0.968403,0.019163,EN_RIESGO,1
,OBSOLETO,2,0.859986,0.053112,0.086902,0.859986,OBSOLETO,1
,OBSOLETO,2,0.999094,0.000548,0.000358,0.999094,OBSOLETO,1
B0F18WJSX8,EN_RIESGO,1,0.412311,0.374214,0.213475,0.412311,OBSOLETO,0
883834751,EN_RIESGO,1,0.013217,0.002494,0.984288,0.013217,EN_RIESGO,1
,OBSOLETO,2,0.957147,0.02325,0.019603,0.957147,OBSOLETO,1
142687863,VIGENTE,0,0.003939,0.993948,0.002113,0.003939,VIGENTE,1
155395008,OBSOLETO,2,0.12099,0.808142,0.070868,0.12099,VIGENTE,0
141104307,EN_RIESGO,1,0.309823,0.027355,0.662822,0.309823,EN_RIESGO,1
v1|389764313733|0,EN_RIESGO,1,0.031117,0.025317,0.943566,0.031117,EN_RIESGO,1
143360711,VIGENTE,0,0.095092,0.601213,0.303695,0.095092,VIGENTE,1
152138812,OBSOLETO,2,0.804012,0.025102,0.170885,0.804012,OBSOLETO,1
20001290886,OBSOLETO,2,0.997731,0.001502,0.000767,0.997731,OBSOLETO,1
20001239887,OBSOLETO,2,0.99987,9.1e-05,3.9e-05,0.99987,OBSOLETO,1
140685392,OBSOLETO,2,0.999027,0.000451,0.000522,0.999027,OBSOLETO,1
143745731,EN_RIESGO,1,0.999949,3.5e-05,1.7e-05,0.999949,OBSOLETO,0
,OBSOLETO,2,0.999997,3e-06,1e-06,0.999997,OBSOLETO,1
153492939,VIGENTE,0,0.000669,0.998858,0.000472,0.000669,VIGENTE,1
v1|137469272978|0,EN_RIESGO,1,0.003091,0.000149,0.99676,0.003091,EN_RIESGO,1
B07598VZR8,OBSOLETO,2,0.914258,0.043987,0.041755,0.914258,OBSOLETO,1
3256809428513534,EN_RIESGO,1,0.135225,0.130095,0.73468,0.135225,EN_RIESGO,1
,EN_RIESGO,1,0.983884,0.009915,0.006201,0.983884,OBSOLETO,0
,OBSOLETO,2,0.99823,0.000998,0.000773,0.99823,OBSOLETO,1
143360626,VIGENTE,0,0.141983,0.241683,0.616334,0.141983,EN_RIESGO,0
v1|227347603159|0,EN_RIESGO,1,0.009818,0.005405,0.984777,0.009818,EN_RIESGO,1
20001217530,VIGENTE,0,0.235004,0.59549,0.169505,0.235004,VIGENTE,1
,OBSOLETO,2,0.999802,0.000128,6.9e-05,0.999802,OBSOLETO,1
149118749,VIGENTE,0,0.096903,0.763086,0.140011,0.096903,VIGENTE,1
121410608,EN_RIESGO,1,0.181084,0.661453,0.157462,0.181084,VIGENTE,0
v1|147370465997|0,VIGENTE,0,0.00123,0.99778,0.00099,0.00123,VIGENTE,1
126618611,EN_RIESGO,1,0.201033,0.22967,0.569297,0.201033,EN_RIESGO,1
142771746,VIGENTE,0,0.096389,0.216098,0.687514,0.096389,EN_RIESGO,0
153225765,VIGENTE,0,0.001942,0.996197,0.00186,0.001942,VIGENTE,1
v1|188436369008|0,VIGENTE,0,0.011273,0.98233,0.006397,0.011273,VIGENTE,1
B0DBR6TRZQ,EN_RIESGO,1,0.908756,0.078037,0.013207,0.908756,OBSOLETO,0
117494917,EN_RIESGO,1,0.998454,0.001005,0.000541,0.998454,OBSOLETO,0
v1|157725920926|0,VIGENTE,0,0.007844,0.987183,0.004973,0.007844,VIGENTE,1
v1|286990267425|0,VIGENTE,0,0.02741,0.951263,0.021328,0.02741,VIGENTE,1
3256810390424623,OBSOLETO,2,0.96668,0.018141,0.015179,0.96668,OBSOLETO,1
135555595,EN_RIESGO,1,0.005388,0.004468,0.990144,0.005388,EN_RIESGO,1
3256810197232455,EN_RIESGO,1,0.019815,0.96489,0.015295,0.019815,VIGENTE,0
154488988,EN_RIESGO,1,0.07421,0.077795,0.847995,0.07421,EN_RIESGO,1
154964272,EN_RIESGO,1,0.249005,0.479354,0.271641,0.249005,VIGENTE,0
,OBSOLETO,2,0.998746,0.000818,0.000436,0.998746,OBSOLETO,1
154680085,VIGENTE,0,0.004657,0.99254,0.002803,0.004657,VIGENTE,1
151760528,VIGENTE,0,0.000952,0.998371,0.000677,0.000952,VIGENTE,1
,OBSOLETO,2,0.999768,0.000162,7e-05,0.999768,OBSOLETO,1
152398846,EN_RIESGO,1,0.27581,0.641623,0.082567,0.27581,VIGENTE,0
v1|236374096854|0,EN_RIESGO,1,0.009879,0.000496,0.989626,0.009879,EN_RIESGO,1
152149675,EN_RIESGO,1,0.021821,0.004221,0.973958,0.021821,EN_RIESGO,1
v1|318086865373|0,VIGENTE,0,0.014669,0.969873,0.015458,0.014669,VIGENTE,1
151066367,VIGENTE,0,0.109741,0.775707,0.114552,0.109741,VIGENTE,1
v1|117072364439|0,VIGENTE,0,0.00947,0.984373,0.006157,0.00947,VIGENTE,1
,OBSOLETO,2,0.989736,0.006304,0.00396,0.989736,OBSOLETO,1
,OBSOLETO,2,0.998716,0.000587,0.000697,0.998716,OBSOLETO,1
146041452,OBSOLETO,2,0.999919,5.6e-05,2.5e-05,0.999919,OBSOLETO,1
v1|168527984009|0,VIGENTE,0,0.101005,0.648953,0.250041,0.101005,VIGENTE,1
154952734,VIGENTE,0,0.000924,0.998506,0.00057,0.000924,VIGENTE,1
154798950,VIGENTE,0,0.007502,0.989566,0.002932,0.007502,VIGENTE,1
144296282,VIGENTE,0,0.018073,0.946393,0.035534,0.018073,VIGENTE,1
B0GWYB3SF5,VIGENTE,0,0.005174,0.991932,0.002894,0.005174,VIGENTE,1
152190003,VIGENTE,0,0.046062,0.913152,0.040786,0.046062,VIGENTE,1
154677500,VIGENTE,0,0.003659,0.994409,0.001932,0.003659,VIGENTE,1
B0C69GQ6WG,EN_RIESGO,1,0.940808,0.0342,0.024992,0.940808,OBSOLETO,0
v1|358091639697|0,EN_RIESGO,1,0.00267,9.4e-05,0.997236,0.00267,EN_RIESGO,1
152190003,VIGENTE,0,0.01905,0.96554,0.01541,0.01905,VIGENTE,1
v1|256864623454|0,EN_RIESGO,1,0.001396,0.00015,0.998454,0.001396,EN_RIESGO,1
152177318,OBSOLETO,2,0.996532,0.001681,0.001787,0.996532,OBSOLETO,1
2095239,OBSOLETO,2,0.97132,0.01769,0.01099,0.97132,OBSOLETO,1
,EN_RIESGO,1,0.962712,0.018555,0.018733,0.962712,OBSOLETO,0
