sku,texto,label,label_id,confianza,razon,title_repr,brand_repr,category_repr,n_obs,price_usd_mean,price_trend_pct,discount_mean,pct_used,main_source,sources
151367896,"Ryzen 5 5500 - Procesador De 6 Núcleos, 3.6/4.2 Ghz, 16Mb Cache, Eficiencia 65W Am4 | marca: amd | categoria: PROCESADORES | observaciones: 11",EN_RIESGO,1,0.667,en_riesgo,"Ryzen 5 5500 - Procesador De 6 Núcleos, 3.6/4.2 Ghz, 16Mb Cache, Eficiencia 65W Am4",AMD,procesadores,11,246.93555555555557,0.14,0.0,0.0,falabella_pe,falabella_pe
B0CDDMQ3NS,"Apevia ATX-JP1000W PCIe 5.0 & ATX 3.0 Ready Jupiter 1000W 80+ Bronze Certified, Gen 5 12VHPWR Connector, Active PFC ATX Gaming Power Supply | categoria: PSU | observaciones: 12",VIGENTE,0,1.0,vigente,"Apevia ATX-JP1000W PCIe 5.0 & ATX 3.0 Ready Jupiter 1000W 80+ Bronze Certified, Gen 5 12VHPWR Connector, Active PFC ATX Gaming Power Supply",,PSU,12,75.34833333333331,-0.63,,0.0,amazon_usa,amazon_usa
v1|198448027034|0,Generic Micron 8GB (1x8GB) DDR4 3200MHz MTA8ATF1G64HZ-3G2J1 Laptop RAM | precio bajando: 10.0% | condicion usado: 100% | observaciones: 8,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,Generic Micron 8GB (1x8GB) DDR4 3200MHz MTA8ATF1G64HZ-3G2J1 Laptop RAM,,,8,29.575,-10.02,,1.0,ebay_usa,ebay_usa
v1|377323992217|0,ASUS TUF Gaming Z790-PLUS WiFi ATX Motherboard LGA 1700 DDR5 PCIe 5.0 Black | condicion usado: 100% | observaciones: 7,VIGENTE,0,1.0,vigente_usado_protegido,ASUS TUF Gaming Z790-PLUS WiFi ATX Motherboard LGA 1700 DDR5 PCIe 5.0 Black,,,7,119.99,0.0,,1.0,ebay_usa,ebay_usa
v1|296722931633|0,ASUS ROG STRIX X870E-E GAMING WIFI 7 AMD AM5 X870 ATX motherboard DDR5 | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS ROG STRIX X870E-E GAMING WIFI 7 AMD AM5 X870 ATX motherboard DDR5,,,10,407.98999999999995,0.0,,0.0,ebay_usa,ebay_usa
152843212,"Tarjeta de video GeForce RTX5070 12G WOW MIDNIGHT VOID EDITION OC, 12 GB GDDR7, PCIe 5 | precio subiendo: 19.6% | marca: msi | categoria: TARJETAS_VIDEO | observaciones: 12",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX5070 12G WOW MIDNIGHT VOID EDITION OC, 12 GB GDDR7, PCIe 5",Msi,tarjetas_video,12,1748.8650000000002,19.6,0.0,0.0,falabella_pe,falabella_pe
v1|117112343595|0,ASUS Z790 Gaming WIFI 7 ATX Motherboard [LGA 1700]  [DDR5] | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,ASUS Z790 Gaming WIFI 7 ATX Motherboard [LGA 1700]  [DDR5],,,10,92.71399999999998,-10.0,,1.0,ebay_usa,ebay_usa
v1|407073210303|0,PNY GeForce RTX 4060 Ti 8GB GDDR6 Graphics Card VCG4060T8DFXPB1 | precio bajando: 12.1% | condicion usado: 100% | observaciones: 5,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,PNY GeForce RTX 4060 Ti 8GB GDDR6 Graphics Card VCG4060T8DFXPB1,,,5,313.99,-12.12,,1.0,ebay_usa,ebay_usa
v1|335924205137|0,"GIGABYTE X870 EAGLE WIFI7 AM5 LGA 1718, ATX, DDR5, 4 x SATA 6Gb/s,  3x M.2, PCIe | observaciones: 8",VIGENTE,0,1.0,vigente,"GIGABYTE X870 EAGLE WIFI7 AM5 LGA 1718, ATX, DDR5, 4 x SATA 6Gb/s,  3x M.2, PCIe",,,8,200.59,0.0,,0.0,ebay_usa,ebay_usa
148522652,Pc Gamer AMD 9 9950X3D 32GB DDR5 1TB 27 RTX5080 16GB Mipclista FALKOR COMPUTADORA | marca: ryzen | categoria: PROCESADORES | observaciones: 3,VIGENTE,0,1.0,vigente,Pc Gamer AMD 9 9950X3D 32GB DDR5 1TB 27 RTX5080 16GB Mipclista FALKOR COMPUTADORA,RYZEN,procesadores,3,8138.106666666667,-0.19,0.0,0.0,falabella_pe,falabella_pe
v1|127964847674|0,G. SKILL Flare X5 32GB (2x16GB) DDR5-6000 CL30 Memory Kit | precio bajando: 5.1% | condicion usado: 100% | observaciones: 3,OBSOLETO,2,0.5,obsoleto,G. SKILL Flare X5 32GB (2x16GB) DDR5-6000 CL30 Memory Kit,,,3,383.3233333333333,-5.13,,1.0,ebay_usa,ebay_usa
v1|377338558798|0,"Lenovo LOQ 15.6"" Gaming Laptop Ryzen 7 16GB 512GB SSD RTX 4060 Win 11 Gray | condicion usado: 100% | observaciones: 5",EN_RIESGO,1,0.667,en_riesgo_usado_protegido,"Lenovo LOQ 15.6"" Gaming Laptop Ryzen 7 16GB 512GB SSD RTX 4060 Win 11 Gray",,,5,600.0,0.0,,1.0,ebay_usa,ebay_usa
v1|117028583027|0,"MSI Cyborg 15 A12VF Gaming Laptop–i7-12650H, RTX 4060, 64GB DDR5, 2TB SSD, 144Hz | condicion usado: 100% | observaciones: 10",EN_RIESGO,1,1.0,en_riesgo_usado_protegido,"MSI Cyborg 15 A12VF Gaming Laptop–i7-12650H, RTX 4060, 64GB DDR5, 2TB SSD, 144Hz",,,10,1100.0,0.0,,1.0,ebay_usa,ebay_usa
v1|358821037776|0,MSI GeForce RTX 4060 Ventus 2X OC 8GB GDDR6 Graphics Card V516-004R | precio bajando: 5.0% | condicion usado: 100% | observaciones: 3,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI GeForce RTX 4060 Ventus 2X OC 8GB GDDR6 Graphics Card V516-004R,,,3,289.99,-5.0,,1.0,ebay_usa,ebay_usa
v1|147405726972|0,Kingston K732YD-MIF 2188A72 32GB (1x32GB) RAM DDR4 3200MHz K732YD-MIF 2188A72 | precio bajando: 9.1% | condicion usado: 100% | observaciones: 4,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,Kingston K732YD-MIF 2188A72 32GB (1x32GB) RAM DDR4 3200MHz K732YD-MIF 2188A72,,,4,107.49,-9.09,,1.0,ebay_usa,ebay_usa
v1|147357467648|0,"Supernova 120-GP-0850-X1, 850 G+, 80 plus Gold 850W, Fully Modular, FDB Fan, 10 | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Supernova 120-GP-0850-X1, 850 G+, 80 plus Gold 850W, Fully Modular, FDB Fan, 10",,,10,45.0,0.0,,1.0,ebay_usa,ebay_usa
151841746,"Tarjeta de video GeForce RTX 5050 WINDFORCE OC V2 8G, 8GB GDDR6, PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | observaciones: 7",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX 5050 WINDFORCE OC V2 8G, 8GB GDDR6, PCIe 5.0",GIGABYTE,tarjetas_video,7,744.7114285714287,,0.0,0.0,falabella_pe,falabella_pe
B0CT8VVDS8,fanxiang 2TB Gen5 NVMe M.2 SSD with Heatsink - Up to 12000 MB/s PCIe 5.0 SSD TLC Internal Gaming SSD Solid State Drive for DirectStorage/Video Editing/Design S900Pro | categoria: SSD | observaciones: 12,VIGENTE,0,1.0,vigente,fanxiang 2TB Gen5 NVMe M.2 SSD with Heatsink - Up to 12000 MB/s PCIe 5.0 SSD TLC Internal Gaming SSD Solid State Drive for DirectStorage/Video Editing/Design S900Pro,,SSD,12,301.43083333333334,-0.63,,0.0,amazon_usa,amazon_usa
v1|147306461948|0,"GIGABYTE B650M D3HP AMD AM5 mATX Motherboard, | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"GIGABYTE B650M D3HP AMD AM5 mATX Motherboard,",,,10,90.0,0.0,,1.0,ebay_usa,ebay_usa
v1|116498612273|0,MSI Gaming NVIDIA RTX 4070 Ti Super 16GB GDRR6X Ventus 2X OC Graphics Card | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI Gaming NVIDIA RTX 4070 Ti Super 16GB GDRR6X Ventus 2X OC Graphics Card,,,7,899.9899999999999,0.0,,1.0,ebay_usa,ebay_usa
v1|267726095121|0,"ASUS ROG Strix G16 Gaming Laptop, 16” RTX 4060, i7-13650HX, 16GB RAM, 512GB SSD | condicion usado: 100% | observaciones: 5",EN_RIESGO,1,1.0,en_riesgo_usado_protegido,"ASUS ROG Strix G16 Gaming Laptop, 16” RTX 4060, i7-13650HX, 16GB RAM, 512GB SSD",,,5,899.99,0.0,,1.0,ebay_usa,ebay_usa
v1|366517922948|0,MSI Ventus GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Graphics Card RTX 4080 1 | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI Ventus GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Graphics Card RTX 4080 1,,,10,920.0,0.0,,1.0,ebay_usa,ebay_usa
v1|117289668928|0,HP EliteBook X Flip G1i/Core Ultra 7 268V/Intel Arc 140V/32 GB LPDDR5/512 GB SSD | condicion usado: 100% | observaciones: 7,VIGENTE,0,1.0,vigente_usado_protegido,HP EliteBook X Flip G1i/Core Ultra 7 268V/Intel Arc 140V/32 GB LPDDR5/512 GB SSD,,,7,1299.0,0.0,,1.0,ebay_usa,ebay_usa
151841718,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0 | precio bajando: 16.5% | marca: msi | categoria: TARJETAS_VIDEO | observaciones: 13",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX 5060 Ti 8G VENTUS 2X OC PLUS, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,13,897.820909090909,-16.5,0.0,0.0,falabella_pe,falabella_pe
148518993,Pc Gamer AMD 7 8700F 16GB DDR5 500GB 24 RTX5060 8GB Mipclista WHITE COMPUTADORA | marca: ryzen | categoria: PROCESADORES | observaciones: 12,VIGENTE,0,1.0,vigente,Pc Gamer AMD 7 8700F 16GB DDR5 500GB 24 RTX5060 8GB Mipclista WHITE COMPUTADORA,RYZEN,procesadores,12,2747.434,-0.25,0.0,0.0,falabella_pe,falabella_pe
v1|137522232164|0,Corsair RM850x ATX 850W 80+ Gold Modular Power Supply (Includes Cables + Bag) | condicion usado: 100% | observaciones: 3,OBSOLETO,2,0.5,obsoleto,Corsair RM850x ATX 850W 80+ Gold Modular Power Supply (Includes Cables + Bag),,,3,80.0,0.0,,1.0,ebay_usa,ebay_usa
v1|397303873160|0,"LG UltraGear 27-inch Gaming Monitor QHD 27GL850-B, 144Hz | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"LG UltraGear 27-inch Gaming Monitor QHD 27GL850-B, 144Hz",,,10,141.13000000000002,0.0,,1.0,ebay_usa,ebay_usa
v1|157887273570|0,Corsair Dominator RGB 32GB (2x16GB) DDR5 DRAM 5200MHz CMT32GX5M2B5200C40 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Corsair Dominator RGB 32GB (2x16GB) DDR5 DRAM 5200MHz CMT32GX5M2B5200C40,,,10,329.94999999999993,0.0,,1.0,ebay_usa,ebay_usa
B0GTT2ZXZV,"STROMCRAFT Skyhawk Prebuilt Gaming & Content Creation Desktop PC,Intel Ultra 7 270K Plus,GeForce RTX 5070 Ti 16GB GDDR7,32GB DDR5 6000MHz,2TB PCIe 4.0 NVMe SSD,B860,360mm AIO,850W Gold,Win 11 Home | categoria: CPU | observaciones: 5",VIGENTE,0,1.0,vigente,"STROMCRAFT Skyhawk Prebuilt Gaming & Content Creation Desktop PC,Intel Ultra 7 270K Plus,GeForce RTX 5070 Ti 16GB GDDR7,32GB DDR5 6000MHz,2TB PCIe 4.0 NVMe SSD,B860,360mm AIO,850W Gold,Win 11 Home",,CPU,5,2499.99,0.0,,0.0,amazon_usa,amazon_usa
v1|406180598143|0,(Factory Refurbished) GIGABYTE X870 GAMING X WIFI7 DDR5 AM5 AMD MOTHERBOARD | observaciones: 10,VIGENTE,0,1.0,vigente,(Factory Refurbished) GIGABYTE X870 GAMING X WIFI7 DDR5 AM5 AMD MOTHERBOARD,,,10,149.99,0.0,,0.0,ebay_usa,ebay_usa
155126856,Tarjeta de Video DUAL GeForce RTX 5060 8GB GDDR7 PCIe 5.0 | descuento promedio: 5.5% | marca: asus | categoria: TARJETAS_VIDEO | observaciones: 14,VIGENTE,0,1.0,vigente,Tarjeta de Video DUAL GeForce RTX 5060 8GB GDDR7 PCIe 5.0,ASUS,tarjetas_video,14,715.3225000000001,0.14,5.549999999999999,0.0,falabella_pe,falabella_pe
B0DM45SDVW,"msi MEG Z890 GODLIKE, E-ATX - Supports Intel Core Ultra Processors (Series 2), LGA 1851 - Dynamic Dashboard III, EZ Slide M.2, DDR5 (9200+ MT/s OC), M.2 & PCIe 5.0, Thunderbolt 5, Wi-Fi 7, 10G LAN | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"msi MEG Z890 GODLIKE, E-ATX - Supports Intel Core Ultra Processors (Series 2), LGA 1851 - Dynamic Dashboard III, EZ Slide M.2, DDR5 (9200+ MT/s OC), M.2 & PCIe 5.0, Thunderbolt 5, Wi-Fi 7, 10G LAN",,MOTHERBOARD,3,538.0166666666668,,,0.0,amazon_usa,amazon_usa
v1|206019056749|0,AMD AsRock Radeon RX 9070 XT Taichi 16GB OC PCIE 5.0 2160P Gaming Graphics Card | observaciones: 3,VIGENTE,0,1.0,vigente,AMD AsRock Radeon RX 9070 XT Taichi 16GB OC PCIE 5.0 2160P Gaming Graphics Card,,,3,1459.99,0.0,,0.0,ebay_usa,ebay_usa
B0DJDFY3FL,"ASUS ROG Strix Z890-E Gaming WiFi - Intel Z890, LGA1851, DDR5 8800, DP, HDMI, 2xUSB4, 7xM.2, USB3.2, WiFi 7+BT, Aura RGB, 5Gb LAN, ATX, 18+1+2+2 Power, TB4, NitroPath DRAM, NPU Boost Motherboard | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"ASUS ROG Strix Z890-E Gaming WiFi - Intel Z890, LGA1851, DDR5 8800, DP, HDMI, 2xUSB4, 7xM.2, USB3.2, WiFi 7+BT, Aura RGB, 5Gb LAN, ATX, 18+1+2+2 Power, TB4, NitroPath DRAM, NPU Boost Motherboard",,MOTHERBOARD,3,193.97000000000003,,,0.0,amazon_usa,amazon_usa
v1|236902642727|0,ASUS TUF GAMING X870E-PLUS WIFI7 Socket AM5 AMD X870E DDR5 ATX Motherboard | condicion usado: 100% | observaciones: 10,VIGENTE,0,1.0,vigente_usado_protegido,ASUS TUF GAMING X870E-PLUS WIFI7 Socket AM5 AMD X870E DDR5 ATX Motherboard,,,10,169.7,0.0,,1.0,ebay_usa,ebay_usa
v1|398146685348|0,Sk Hynix 8GB DDR4 RAM - 2400T-UA2-11 HMA81GU6AFR8N-UH | precio bajando: 10.0% | condicion usado: 100% | observaciones: 4,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,Sk Hynix 8GB DDR4 RAM - 2400T-UA2-11 HMA81GU6AFR8N-UH,,,4,24.18,-10.0,,1.0,ebay_usa,ebay_usa
v1|358767741073|0,Asus GeForce RTX 4060 ProArt 8GB GDDR6 Graphics Card PROART-RTX4060-O8G-I3S | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,Asus GeForce RTX 4060 ProArt 8GB GDDR6 Graphics Card PROART-RTX4060-O8G-I3S,,,10,382.98999999999995,-10.0,,1.0,ebay_usa,ebay_usa
v1|205763763400|0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, | condicion usado: 100% | observaciones: 10",VIGENTE,0,1.0,vigente_usado_protegido,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0,",,,10,217.63999999999996,0.0,,1.0,ebay_usa,ebay_usa
v1|388719228372|0,Yeston GeForce RTX 4080 SUPER 16GB Sugar GDDR6X Gaming Graphics Card 4080S OC | precio subiendo: 21.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Yeston GeForce RTX 4080 SUPER 16GB Sugar GDDR6X Gaming Graphics Card 4080S OC,,,10,1480.45,21.0,,1.0,ebay_usa,ebay_usa
v1|398126336747|0,Corsair Vengeance DDR5 64g 32x2| 200$ OFF | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Corsair Vengeance DDR5 64g 32x2| 200$ OFF,,,10,700.0,0.0,,1.0,ebay_usa,ebay_usa
v1|127546848118|0,Corsair VENGEANCE 32GB (2x16GB) PC5-41600 (DDR5-5200) CL40 DIMM Memory -... | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Corsair VENGEANCE 32GB (2x16GB) PC5-41600 (DDR5-5200) CL40 DIMM Memory -...,,,10,350.0,0.0,,1.0,ebay_usa,ebay_usa
v1|286494829334|0,"ASUS TUF F15 15.6"" Gaming Laptop, i7-13620H, RTX 4060, 16GB RAM, 1TB SSD | condicion usado: 100% | observaciones: 10",EN_RIESGO,1,1.0,en_riesgo_usado_protegido,"ASUS TUF F15 15.6"" Gaming Laptop, i7-13620H, RTX 4060, 16GB RAM, 1TB SSD",,,10,1989.0,0.0,,1.0,ebay_usa,ebay_usa
B0FBYXQY72,"SUS Prime Z890-P WiFi Z890 LGA 1851 ATX Motherboard, Intel® Core™ Ultra Series 2 Ready, Advanced AI PC-Ready, 14+1+1+2 Power Stage, DDR5, PCIe® 5.0, Thunderbolt™ 4 USB Type-C®, 4X M.2, Wi-Fi 7 | categoria: MOTHERBOARD | observaciones: 11",VIGENTE,0,1.0,vigente,"SUS Prime Z890-P WiFi Z890 LGA 1851 ATX Motherboard, Intel® Core™ Ultra Series 2 Ready, Advanced AI PC-Ready, 14+1+1+2 Power Stage, DDR5, PCIe® 5.0, Thunderbolt™ 4 USB Type-C®, 4X M.2, Wi-Fi 7",,MOTHERBOARD,11,112.6127272727273,,,0.0,amazon_usa,amazon_usa
v1|257606519856|0,Gigabyte X870E AORUS ELITE WIFI7 AMD Socket AM5 DDR5 ATX Motherboard PCIe 5.0 | observaciones: 10,VIGENTE,0,1.0,vigente,Gigabyte X870E AORUS ELITE WIFI7 AMD Socket AM5 DDR5 ATX Motherboard PCIe 5.0,,,10,208.47999999999996,0.0,,0.0,ebay_usa,ebay_usa
v1|377153365339|0,Micron 8GB SODIMM PC4-21300 DDR4-2666 Laptop RAM MTA8ATF1G64HZ-2G6E1 | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Micron 8GB SODIMM PC4-21300 DDR4-2666 Laptop RAM MTA8ATF1G64HZ-2G6E1,,,10,29.95,0.0,,1.0,ebay_usa,ebay_usa
v1|397853011585|0,K870 Mechanical Keyboard Wired Black Full Size USB Wired Gaming Office | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,K870 Mechanical Keyboard Wired Black Full Size USB Wired Gaming Office,,,10,11.845,-10.02,,1.0,ebay_usa,ebay_usa
v1|397961646451|0,UPERFECT Portable Monitor 27” Dual Mode 4K UHD 144Hz/FHD 288Hz Gaming Monitor AA | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,UPERFECT Portable Monitor 27” Dual Mode 4K UHD 144Hz/FHD 288Hz Gaming Monitor AA,,,10,338.39,-10.0,,1.0,ebay_usa,ebay_usa
v1|406985460176|0,SeaSonic Focus 80+ Gold 850 Watt ATX Power Supply (SSR-850FX) | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,SeaSonic Focus 80+ Gold 850 Watt ATX Power Supply (SSR-850FX),,,10,64.99,0.0,,1.0,ebay_usa,ebay_usa
v1|137492478061|0,32gb 4x8gb DDR4 Ram 2400mhz Mixed Lot 3x Adata XPG & 1X Teamgroup Vulcan | precio bajando: 9.1% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,32gb 4x8gb DDR4 Ram 2400mhz Mixed Lot 3x Adata XPG & 1X Teamgroup Vulcan,,,10,106.98999999999998,-9.09,,1.0,ebay_usa,ebay_usa
B0BHBP8CS2,"msi PRO Z790-P WiFi ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR5, PCIe 5.0, M.2, 2.5Gbps LAN, USB 3.2 Gen2, HDMI/DP, Wi-Fi 6E, Bluetooth 5.3, ATX) | precio bajando: 1.4% | categoria: MOTHERBOARD | observaciones: 4",VIGENTE,0,1.0,vigente,"msi PRO Z790-P WiFi ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR5, PCIe 5.0, M.2, 2.5Gbps LAN, USB 3.2 Gen2, HDMI/DP, Wi-Fi 6E, Bluetooth 5.3, ATX)",,MOTHERBOARD,4,113.5325,-1.45,,0.0,amazon_usa,amazon_usa
152004737,"Tarjeta de video GeForce RTX 5060 8G SHADOW 2X OC, 8 GB GDDR7, PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | observaciones: 6",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX 5060 8G SHADOW 2X OC, 8 GB GDDR7, PCIe 5.0",Msi,tarjetas_video,6,645.21,-0.08,0.0,0.0,falabella_pe,falabella_pe
B0FG2VLFDK,"Skytech Gaming Aqua Desktop PC, Intel Ultra 7 265K 3.9 GHz(5.4 GHz Turbo), NVIDIA RTX 5070 12GB, 1TB NVMe SSD, 32GB DDR5 RAM 6000 RGB, 850W Gold ATX 3 PSU, 360mm ARGB AIO, Wi-Fi, Win 11 | categoria: CPU | observaciones: 3",VIGENTE,0,1.0,vigente,"Skytech Gaming Aqua Desktop PC, Intel Ultra 7 265K 3.9 GHz(5.4 GHz Turbo), NVIDIA RTX 5070 12GB, 1TB NVMe SSD, 32GB DDR5 RAM 6000 RGB, 850W Gold ATX 3 PSU, 360mm ARGB AIO, Wi-Fi, Win 11",,CPU,3,995.39,,,0.0,amazon_usa,amazon_usa
v1|116678960884|416887217006,Crucial 4GB 8GB 16GB DDR4 RAM 2400 2666 3200 MHz SO-DIMM Laptop For Dell 260-Pin | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Crucial 4GB 8GB 16GB DDR4 RAM 2400 2666 3200 MHz SO-DIMM Laptop For Dell 260-Pin,,,10,27.53,0.0,,1.0,ebay_usa,ebay_usa
v1|366469979479|0,"""READ"" ASUS Z790-AYW WIFI W LGA1700 Intel Z790 DDR5 ATX Motherboard | precio bajando: 1.7% | condicion usado: 100% | observaciones: 10",EN_RIESGO,1,0.667,en_riesgo_usado_protegido,"""READ"" ASUS Z790-AYW WIFI W LGA1700 Intel Z790 DDR5 ATX Motherboard",,,10,118.4,-1.68,,1.0,ebay_usa,ebay_usa
v1|336693480128|0,"Dell Latitude 7650 16"" Intel Core Ultra 7 165U 16GB DDR5 256GB SSD Windows 11 | precio bajando: 6.5% | observaciones: 6",VIGENTE,0,1.0,vigente,"Dell Latitude 7650 16"" Intel Core Ultra 7 165U 16GB DDR5 256GB SSD Windows 11",,,6,1213.3,-6.45,,0.0,ebay_usa,ebay_usa
151996107,"Procesador Core i7-12700 2.104.90GHz, 25MB SmartCaché, LGA1700, 65W, 710nm | descuento promedio: 3.1% | precio bajando: 14.3% | marca: intel | categoria: PROCESADORES | observaciones: 14",EN_RIESGO,1,0.833,en_riesgo,"Procesador Core i7-12700 2.104.90GHz, 25MB SmartCaché, LGA1700, 65W, 710nm",INTEL,procesadores,14,614.1241666666667,-14.26,3.076923076923077,0.0,falabella_pe,falabella_pe
v1|157987422225|0,PNY GeForce RTX 4070 12GB GDDR6X Graphics CARD | precio bajando: 10.4% | condicion usado: 100% | observaciones: 3,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,PNY GeForce RTX 4070 12GB GDDR6X Graphics CARD,,,3,465.3333333333333,-10.4,,1.0,ebay_usa,ebay_usa
v1|127424194329|0,New Seasonic X-850 SS-850KM3 Active PFC F3 850W 80 Plus Gold ATX12V/EPS12V Power | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,New Seasonic X-850 SS-850KM3 Active PFC F3 850W 80 Plus Gold ATX12V/EPS12V Power,,,10,169.0,0.0,,1.0,ebay_usa,ebay_usa
B0CX1GPFW4,"ASRock B760M Pro-A/D4 WiFi Micro ATX Motherboard, Intel LGA1700, DDR4 5333+ (OC), PCIe 4.0, 2.5G LAN, Wi-Fi 6E, 7+1+1 Dr.MOS | categoria: MOTHERBOARD | observaciones: 3",EN_RIESGO,1,0.667,en_riesgo,"ASRock B760M Pro-A/D4 WiFi Micro ATX Motherboard, Intel LGA1700, DDR4 5333+ (OC), PCIe 4.0, 2.5G LAN, Wi-Fi 6E, 7+1+1 Dr.MOS",,MOTHERBOARD,3,61.25333333333333,,,0.0,amazon_usa,amazon_usa
v1|127887610178|0,ZOTAC Gaming RTX 5070 SOLID 12GB GDDR7 NVIDIA Graphics Card GPU PCIE 5.0 | condicion usado: 100% | observaciones: 10,VIGENTE,0,1.0,vigente_usado_protegido,ZOTAC Gaming RTX 5070 SOLID 12GB GDDR7 NVIDIA Graphics Card GPU PCIE 5.0,,,10,625.0,0.0,,1.0,ebay_usa,ebay_usa
v1|398203972388|0,ASUS ROG Strix X870-F Gaming WiFi AM5 Motherboard PCIe 5.0 DDR5 FOR PARTS/REPAIR | observaciones: 3,VIGENTE,0,1.0,vigente,ASUS ROG Strix X870-F Gaming WiFi AM5 Motherboard PCIe 5.0 DDR5 FOR PARTS/REPAIR,,,3,99.90000000000002,0.0,,0.0,ebay_usa,ebay_usa
v1|127940338683|0,be Quiet! Pure Power 12 M 850W 80 Plus Gold ATX Power Supply | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,be Quiet! Pure Power 12 M 850W 80 Plus Gold ATX Power Supply,,,10,94.99,0.0,,1.0,ebay_usa,ebay_usa
v1|116739512467|0,"Rocksoul 27"" In Curved 1800R 1440p 144Hz FreeSync Gaming Monitor RGSM-27M3A | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Rocksoul 27"" In Curved 1800R 1440p 144Hz FreeSync Gaming Monitor RGSM-27M3A",,,10,199.5,-1.0,,1.0,ebay_usa,ebay_usa
152083512,Tarjeta Gráfica Geforce Rtx 5060 Ti Oc 8Gb Gddr7 28Gbps 4608 Cuda Pcie 5.0 | marca: pny | categoria: TARJETAS_VIDEO | observaciones: 11,VIGENTE,0,1.0,vigente,Tarjeta Gráfica Geforce Rtx 5060 Ti Oc 8Gb Gddr7 28Gbps 4608 Cuda Pcie 5.0,PNY,tarjetas_video,11,1071.0311111111112,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|336530365790|0,ASUS PRIME X870-P WIFI-CSM Motherboard AMD X870 Ryzen AM5 ATX DDR5 192GB Wi-Fi 7 | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS PRIME X870-P WIFI-CSM Motherboard AMD X870 Ryzen AM5 ATX DDR5 192GB Wi-Fi 7,,,10,354.0,0.0,,0.0,ebay_usa,ebay_usa
