texto,label,label_id,confianza,title,brand,category,source,price_usd,sku,vector_idx
Computadora Gamer Pro Ryzen 5 5600 RAM 16GB SSD 500GB RTX 3050 6GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe,EN_RIESGO,1,0.667,Computadora Gamer Pro Ryzen 5 5600 RAM 16GB SSD 500GB RTX 3050 6GB,AMD,procesadores,falabella_pe,,133869627,2434
"GIGABYTE X870 AORUS ELITE WIFI7 ICE AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, | fuente: ebay_usa | precio: 416.0 USD",VIGENTE,0,1.0,"GIGABYTE X870 AORUS ELITE WIFI7 ICE AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0,",,,ebay_usa,415.98,v1|167004388989|0,2435
Computadora Pc Gamer Core I7-10TH Ram16Gb Disco1Tb SSD 480GB Video RX 580 8GB | marca: intel | categoria: GPU | fuente: falabella,OBSOLETO,2,0.333,Computadora Pc Gamer Core I7-10TH Ram16Gb Disco1Tb SSD 480GB Video RX 580 8GB,INTEL,GPU,falabella,,,2436
MSI GeForce RTX 4060 Ti VENTUS 2X BLACK 8G Black GDDR6 PCIe 4.0 x8 Graphics Card | fuente: ebay_usa | precio: 409.0 USD,EN_RIESGO,1,0.667,MSI GeForce RTX 4060 Ti VENTUS 2X BLACK 8G Black GDDR6 PCIe 4.0 x8 Graphics Card,,,ebay_usa,409.0,v1|236591778796|0,2437
DISCO SOLIDO NV3 SNV3SM3-2T0 2TB M.2 2230 PCIE 4.0 NVME LECTURA 6000MBS ESCRITURA 5000MBS PN SNV3SM3-2T0 | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,DISCO SOLIDO NV3 SNV3SM3-2T0 2TB M.2 2230 PCIE 4.0 NVME LECTURA 6000MBS ESCRITURA 5000MBS PN SNV3SM3-2T0,KINGSTON,discos_ssd,falabella_pe,,152398844,2438
Intel Core i5-13600K 13th Gen Processor LGA1700 24MB Cache BX8071513600K | fuente: ebay_usa | precio: 225.0 USD,EN_RIESGO,1,0.667,Intel Core i5-13600K 13th Gen Processor LGA1700 24MB Cache BX8071513600K,,,ebay_usa,224.99,v1|158070715600|0,2439
Memoria 8GB DDR3-1600MHz PC3-12800 CL11 135V 240-Pin Non-ECC | marca: kingston | categoria: MEMORIAS_RAM | fuente: falabella_pe | precio: 58.8 USD,OBSOLETO,2,0.667,Memoria 8GB DDR3-1600MHz PC3-12800 CL11 135V 240-Pin Non-ECC,KINGSTON,memorias_ram,falabella_pe,58.83,140685392,2440
4070 MSI GeForce RTX SUPER 12G GAMING X SLIM MLG Graphics Video Cards Used | fuente: ebay_usa | precio: 898.0 USD,OBSOLETO,2,0.333,4070 MSI GeForce RTX SUPER 12G GAMING X SLIM MLG Graphics Video Cards Used,,,ebay_usa,898.0,,2441
Intel Core i7-7700 Desktop Processor 4 Cores up to 4.2 GHz LGA 1151 100/200 Series 65W (Renewed) | categoria: CPU | fuente: amazon_usa | precio: 64.0 USD,OBSOLETO,2,0.667,Intel Core i7-7700 Desktop Processor 4 Cores up to 4.2 GHz LGA 1151 100/200 Series 65W (Renewed),,CPU,amazon_usa,63.99,B07MMD4DDJ,2442
"MSI Gaming Laptop Katana 15 B13VGK 15.6"" Intel Core i7-13620H 1TB RTX 4060 | fuente: ebay_usa | precio: 887.0 USD",EN_RIESGO,1,0.667,"MSI Gaming Laptop Katana 15 B13VGK 15.6"" Intel Core i7-13620H 1TB RTX 4060",,,ebay_usa,887.0,,2443
Disco SSD 500GB NV3 NVMe PCIe 4.0 de 5000Mb/s | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 144.2 USD,EN_RIESGO,1,0.667,Disco SSD 500GB NV3 NVMe PCIe 4.0 de 5000Mb/s,KINGSTON,discos_ssd,falabella_pe,144.22,152390511,2444
Tarjeta Gráfica Geforce Rtx 3050 6Gb Gddr6 Pcie 4.0 - Rendimiento Excepcional Para Ga | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 712.5 USD,EN_RIESGO,1,0.667,Tarjeta Gráfica Geforce Rtx 3050 6Gb Gddr6 Pcie 4.0 - Rendimiento Excepcional Para Ga,ASUS,tarjetas_video,falabella_pe,712.54,152452965,2445
Corsair Vengeance (2 X 4GB) 8GB PC3-12800 DDR3. | fuente: ebay_usa | precio: 21.9 USD,OBSOLETO,2,0.667,Corsair Vengeance (2 X 4GB) 8GB PC3-12800 DDR3.,,,ebay_usa,21.95,v1|197367028551|0,2446
Computadora Core i7-8700 Monitor 27 Full HD RAM 16GB SSD 1TB | marca: oem | categoria: COMPUTADORAS | fuente: falabella_pe,OBSOLETO,2,0.333,Computadora Core i7-8700 Monitor 27 Full HD RAM 16GB SSD 1TB,OEM,computadoras,falabella_pe,,132046762,2447
Computadora Gamer Pro Ryzen 5 5500 RAM 16GB SSD 500GB RTX 3050 6GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe,EN_RIESGO,1,0.667,Computadora Gamer Pro Ryzen 5 5500 RAM 16GB SSD 500GB RTX 3050 6GB,AMD,procesadores,falabella_pe,,144742494,2448
"Fikwot FX550 NVMe SSD 1TB M.2 SSD PCIe 3.0×4, Read Up to 3,500 MB/s, M2 2280 Internal Soild State Drive, Compatible with Desktop, Laptop and Mini PC, QLC NAND Flash | categoria: SSD | fuente: amazon_usa | precio: 148.0 USD",EN_RIESGO,1,0.667,"Fikwot FX550 NVMe SSD 1TB M.2 SSD PCIe 3.0×4, Read Up to 3,500 MB/s, M2 2280 Internal Soild State Drive, Compatible with Desktop, Laptop and Mini PC, QLC NAND Flash",,SSD,amazon_usa,147.99,B0D9YBN4L5,2449
COMPUTADORA PC GAMER AMD RYZEN 5 5500 16GB 500GB RTX 3050 6GB MONITOR 24 FULL HD | marca: nvidia | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1173.5 USD,EN_RIESGO,1,0.667,COMPUTADORA PC GAMER AMD RYZEN 5 5500 16GB 500GB RTX 3050 6GB MONITOR 24 FULL HD,NVIDIA,tarjetas_video,falabella_pe,1173.52,153053117,2450
"Tarjeta de video GeForce RTX 5060 Ti EAGLE OC ICE 8G, 8 GB GDDR7, PCIe Gen 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 750.0 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 Ti EAGLE OC ICE 8G, 8 GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,falabella_pe,749.96,152117872,2451
"X870 Eagle WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0, U... | fuente: ebay_usa | precio: 275.4 USD",VIGENTE,0,1.0,"X870 Eagle WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0, U...",,,ebay_usa,275.37,v1|188451848083|0,2452
PNY GeForce RTX 5070 12GB GDDR7 Graphics Card GPU PCIe 5.0 | fuente: ebay_usa | precio: 545.0 USD,VIGENTE,0,1.0,PNY GeForce RTX 5070 12GB GDDR7 Graphics Card GPU PCIe 5.0,,,ebay_usa,545.0,v1|267729094032|0,2453
"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, | fuente: ebay_usa | precio: 217.6 USD",VIGENTE,0,1.0,"GIGABYTE X870E AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0,",,,ebay_usa,217.64,v1|205763763400|0,2454
PRODESK 400 G5-Mini -Intel Core I7 9700T 8GB RAM 256GB SSD Reacondicionada | marca: hp | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 470.7 USD,OBSOLETO,2,0.333,PRODESK 400 G5-Mini -Intel Core I7 9700T 8GB RAM 256GB SSD Reacondicionada,HP,computadoras,falabella_pe,470.71,124226905,2455
MSI Ventus GeForce RTX 4060 8GB GDDR6 PCIe 4.0 x8 ATX Video Graphics Card GPU | fuente: ebay_usa | precio: 396.0 USD,EN_RIESGO,1,0.667,MSI Ventus GeForce RTX 4060 8GB GDDR6 PCIe 4.0 x8 ATX Video Graphics Card GPU,,,ebay_usa,395.98,,2456
Intel Core i7 7700K Processor  4.2GHz Quad-Core 8-Thread 8M 91W CPU LGA 1151 | categoria: CPU | fuente: aliexpress | precio: 106.4 USD,OBSOLETO,2,0.333,Intel Core i7 7700K Processor  4.2GHz Quad-Core 8-Thread 8M 91W CPU LGA 1151,,CPU,aliexpress,106.38,3256810298673859,2457
5x ESD DIMM RAM Memory Trays with Lid /Fits 50pcs DDR/DDR2/DDR3/DDR4 Desktop | fuente: ebay_usa | precio: 29.3 USD,OBSOLETO,2,0.667,5x ESD DIMM RAM Memory Trays with Lid /Fits 50pcs DDR/DDR2/DDR3/DDR4 Desktop,,,ebay_usa,29.31,v1|318609211069|0,2458
PC GAMER Ryzen 5 5500 + RTX 3050 6GB + 16GB Ram + 500GB SSD + 1TB HDD CON MONITOR | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 1178.2 USD,EN_RIESGO,1,0.667,PC GAMER Ryzen 5 5500 + RTX 3050 6GB + 16GB Ram + 500GB SSD + 1TB HDD CON MONITOR,AMD,procesadores,falabella_pe,1178.21,154030225,2459
"Computadora Enovu Core i7-12700F 16GB 500GB SSD 24.5"" RTX 3050 6GB Windows 11 Pro | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe",EN_RIESGO,1,0.667,"Computadora Enovu Core i7-12700F 16GB 500GB SSD 24.5"" RTX 3050 6GB Windows 11 Pro",INTEL,computadoras,falabella_pe,,151062537,2460
ENVINDA B75 Motherboard LGA 1155 Dual Channel DDR3 Memory SATA III USB 3.0 For Intel Core i7 i5 i3 Xeon CPU B75 Mainboard | categoria: CPU | fuente: aliexpress | precio: 30.5 USD,OBSOLETO,2,0.667,ENVINDA B75 Motherboard LGA 1155 Dual Channel DDR3 Memory SATA III USB 3.0 For Intel Core i7 i5 i3 Xeon CPU B75 Mainboard,,CPU,aliexpress,30.52,3256804991956562,2461
Intel Core i5-13600K 13th Gen 14-Core 5.1GHz LGA1700 CPU Open Box Unused | fuente: ebay_usa | precio: 240.0 USD,EN_RIESGO,1,0.667,Intel Core i5-13600K 13th Gen 14-Core 5.1GHz LGA1700 CPU Open Box Unused,,,ebay_usa,239.99,v1|398167804098|0,2462
"SANDISK 1TB Optimus 5100 NVMe SSD - PCIe 4.0 x4, M.2 2280, Up to 7,100 MB/s Read Speed - SDSP51100TAN | categoria: SSD | fuente: amazon_usa | precio: 169.8 USD",EN_RIESGO,1,0.667,"SANDISK 1TB Optimus 5100 NVMe SSD - PCIe 4.0 x4, M.2 2280, Up to 7,100 MB/s Read Speed - SDSP51100TAN",,SSD,amazon_usa,169.75,B0GJS98B1Q,2463
"Case Disco Solido M.2 Nvme Pcie 3.0 , 3.1 Color Negro-CASE0022 | marca: oem | categoria: DISCOS_SSD | fuente: falabella_pe",EN_RIESGO,1,0.667,"Case Disco Solido M.2 Nvme Pcie 3.0 , 3.1 Color Negro-CASE0022",OEM,discos_ssd,falabella_pe,,138693751,2464
LAPTOP REACONDICIONADA DELL LATITUDE 5501 CORE I5 9NA 8GB RAM 256GB SSD | marca: dell | categoria: LAPTOPS | fuente: ripley_pe | precio: 530.4 USD,OBSOLETO,2,0.333,LAPTOP REACONDICIONADA DELL LATITUDE 5501 CORE I5 9NA 8GB RAM 256GB SSD,DELL,laptops,ripley_pe,530.35,20001290951,2465
Pc Gamer AMD 9 9950X 32GB DDR5 1TB 27 RTX5070 12GB Mipclista FALKOR COMPUTADORA | marca: ryzen | categoria: PROCESADORES | fuente: falabella_pe | precio: 5789.3 USD,VIGENTE,0,1.0,Pc Gamer AMD 9 9950X 32GB DDR5 1TB 27 RTX5070 12GB Mipclista FALKOR COMPUTADORA,RYZEN,procesadores,falabella_pe,5789.26,148521569,2466
Tarjeta de Video TUF-RTX5080-O16G GAMING 16GB GDDR7 PCIe 5.0 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 2523.4 USD,VIGENTE,0,1.0,Tarjeta de Video TUF-RTX5080-O16G GAMING 16GB GDDR7 PCIe 5.0,ASUS,tarjetas_video,falabella_pe,2523.4,154951629,2467
Switch - Reacondicionado | marca: nintendo | categoria: VIDEOJUEGOS | fuente: falabella_pe,OBSOLETO,2,0.333,Switch - Reacondicionado,Nintendo,videojuegos,falabella_pe,,150488507,2468
"Computadora Enovu Core i7-14700KF 16GB 1TB SSD 27"" RTX 5060 8GB Windows 11 Pro | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 3932.0 USD",VIGENTE,0,1.0,"Computadora Enovu Core i7-14700KF 16GB 1TB SSD 27"" RTX 5060 8GB Windows 11 Pro",INTEL,computadoras,falabella_pe,3932.01,151066367,2469
Gigabyte X870 AORUS ELITE WIFI7 AMD AM5 ATX Motherboard DDR5 PCIe 5.0 | fuente: ebay_usa | precio: 188.0 USD,VIGENTE,0,1.0,Gigabyte X870 AORUS ELITE WIFI7 AMD AM5 ATX Motherboard DDR5 PCIe 5.0,,,ebay_usa,188.0,v1|127974672750|0,2470
MONITOR P2018H - REACONDICIONADO | marca: dell | categoria: MONITORES | fuente: falabella_pe,OBSOLETO,2,0.333,MONITOR P2018H - REACONDICIONADO,Dell,monitores,falabella_pe,,149480120,2471
"Tarjeta de video GeForce RTX 5060 Ti 8G GAMING OC, 8 GB GDDR7, PCIe Gen 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 705.6 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 Ti 8G GAMING OC, 8 GB GDDR7, PCIe Gen 5.0",Msi,tarjetas_video,falabella_pe,705.6,152116194,2472
CPU GAMER ULTRA 5 225F 16GB RAM DDR5 1TB SSD RTX 5050 8GB | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 1684.1 USD,VIGENTE,0,1.0,CPU GAMER ULTRA 5 225F 16GB RAM DDR5 1TB SSD RTX 5050 8GB,INTEL,computadoras,falabella_pe,1684.13,154911994,2473
"Dell Tower Plus EBT2250 Desktop Ai Computer - Series 2 Intel Core Ultra 9 285K 24-Core Processor up to 5.7 GHz, 16GB DDR5 RAM, 1TB NVMe SSD, Intel (R) Graphics, Windows 11 Pro, Graphite | categoria: CPU | fuente: amazon_usa | precio: 2300.0 USD",VIGENTE,0,1.0,"Dell Tower Plus EBT2250 Desktop Ai Computer - Series 2 Intel Core Ultra 9 285K 24-Core Processor up to 5.7 GHz, 16GB DDR5 RAM, 1TB NVMe SSD, Intel (R) Graphics, Windows 11 Pro, Graphite",,CPU,amazon_usa,2299.99,B0H6L6P91B,2474
Computadora PC Gamer Core I7 Ram 32GB DISCO SSD 2TB Video RX 580 8GB MONITOR 27 | marca: intel | categoria: GPU | fuente: falabella,OBSOLETO,2,0.333,Computadora PC Gamer Core I7 Ram 32GB DISCO SSD 2TB Video RX 580 8GB MONITOR 27,INTEL,GPU,falabella,,,2475
Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.667,Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit,,,ebay_usa,24.99,v1|397833127346|0,2476
"Acer Nitro XZ3 27"" 1920x1080 144Hz VA 400Nit 1ms 100x100 HDMI Refurbished | fuente: ebay_usa | precio: 140.0 USD",OBSOLETO,2,0.333,"Acer Nitro XZ3 27"" 1920x1080 144Hz VA 400Nit 1ms 100x100 HDMI Refurbished",,,ebay_usa,140.0,,2477
"GeForce RTX 5090 OC Graphics Card, 32GB GDDR7 28Gbps VRAM, 21760 CUDA Cores, 2467MHz Clock, PCIe 5.0, DLSS 4, Ray Tracing, 3x DP 2.1, 1x HDMI, 335x138x74mm, for 8K Gaming, AI & 3D Content Creation | categoria: GPU | fuente: amazon_usa | precio: 4150.0 USD",VIGENTE,0,1.0,"GeForce RTX 5090 OC Graphics Card, 32GB GDDR7 28Gbps VRAM, 21760 CUDA Cores, 2467MHz Clock, PCIe 5.0, DLSS 4, Ray Tracing, 3x DP 2.1, 1x HDMI, 335x138x74mm, for 8K Gaming, AI & 3D Content Creation",,GPU,amazon_usa,4149.99,B0GMRSMNGB,2478
DISCO SOLIDO NV3 1TB SNV3S1000G PCIE 4.0- NVME M.2- GEN4 | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,DISCO SOLIDO NV3 1TB SNV3S1000G PCIE 4.0- NVME M.2- GEN4,KINGSTON,discos_ssd,falabella_pe,,139583883,2479
COMPUTADORA INTEL CORE I7 RAM 32GB PC GAMER CORE I7-8TH 3.2GHZ DISCO SSD 2TB VIDEO RX 580 8GB MONITOR 27 FHD | marca: gamer | categoria: COMPUTADORAS | fuente: ripley_pe | precio: 1235.7 USD,OBSOLETO,2,0.333,COMPUTADORA INTEL CORE I7 RAM 32GB PC GAMER CORE I7-8TH 3.2GHZ DISCO SSD 2TB VIDEO RX 580 8GB MONITOR 27 FHD,GAMER,computadoras,ripley_pe,1235.69,20001415544,2480
"Gigastone 2TB Game Turbo PCIe Gen4x4 SSD, Speed Up to 7,300MB/s with SLC Caching Gaming/PC/Desktop/Laptop 5-Year Warranty M.2 NVMe PCIe 4.0 2280 Internal Solid State Drive | categoria: SSD | fuente: amazon_usa | precio: 500.0 USD",EN_RIESGO,1,0.667,"Gigastone 2TB Game Turbo PCIe Gen4x4 SSD, Speed Up to 7,300MB/s with SLC Caching Gaming/PC/Desktop/Laptop 5-Year Warranty M.2 NVMe PCIe 4.0 2280 Internal Solid State Drive",,SSD,amazon_usa,499.99,B0CB896CL6,2481
"MSI MAG X870E Tomahawk WiFi Motherboard, ATX, AM5, DDR5, M.2 Gen5, Wi-Fi 7 | fuente: ebay_usa | precio: 160.0 USD",VIGENTE,0,1.0,"MSI MAG X870E Tomahawk WiFi Motherboard, ATX, AM5, DDR5, M.2 Gen5, Wi-Fi 7",,,ebay_usa,159.99,v1|377342521987|0,2482
CMZ8GX3M2A1600C9 Corsair Vengeance 8GB Kit (2x4GB) PC3-12800 DDR3-1600MHz DIMM | fuente: ebay_usa | precio: 14.9 USD,OBSOLETO,2,0.667,CMZ8GX3M2A1600C9 Corsair Vengeance 8GB Kit (2x4GB) PC3-12800 DDR3-1600MHz DIMM,,,ebay_usa,14.88,,2483
"Dell G16 7630 Gaming Laptop i7-13650HX RTX 4060 16GB RAM 1TB SSD 16"" Win11 White | fuente: ebay_usa | precio: 800.0 USD",EN_RIESGO,1,0.667,"Dell G16 7630 Gaming Laptop i7-13650HX RTX 4060 16GB RAM 1TB SSD 16"" Win11 White",,,ebay_usa,800.0,v1|358615569433|0,2484
DISCO SOLIDO NV3 4TB SNV3S/4000G PCIE 4.0- NVME M.2- GEN4 | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,DISCO SOLIDO NV3 4TB SNV3S/4000G PCIE 4.0- NVME M.2- GEN4,KINGSTON,discos_ssd,falabella_pe,,139854035,2485
"Computadora Ryzen 7 9800X3D 32GB 2TB SSD 32"" RTX 5060 Ti 8GB Windows 11 Pro | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 9309.5 USD",VIGENTE,0,1.0,"Computadora Ryzen 7 9800X3D 32GB 2TB SSD 32"" RTX 5060 Ti 8GB Windows 11 Pro",AMD,procesadores,falabella_pe,9309.49,153268127,2486
Tarjeta de video AMD Radeon RX 550 8GB GDDR5 velocidad PCI Express Gen 3.0 x16 | marca: teros | categoria: TARJETAS_VIDEO | fuente: falabella_pe,OBSOLETO,2,0.333,Tarjeta de video AMD Radeon RX 550 8GB GDDR5 velocidad PCI Express Gen 3.0 x16,Teros,tarjetas_video,falabella_pe,,155201460,2487
Corsair Vengeance (2 X 4GB) 8GB PC3-12800 DDR3. | fuente: ebay_usa | precio: 21.9 USD,OBSOLETO,2,0.667,Corsair Vengeance (2 X 4GB) 8GB PC3-12800 DDR3.,,,ebay_usa,21.95,v1|197367028551|0,2488
Disco Sólido Legend 860 500GB M.2 PCIe 4.0 NVMe | marca: adata | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,Disco Sólido Legend 860 500GB M.2 PCIe 4.0 NVMe,ADATA,discos_ssd,falabella_pe,,153210598,2489
Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 3081.3 USD,VIGENTE,0,1.0,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB,AMD,procesadores,falabella_pe,3081.26,142771746,2490
(REACONDICIONADO) APPLE IPAD 2021 10.2' 64GB WI-FI + CELULAR | PLATEADO | marca: apple | categoria: TABLETS | fuente: ripley_pe | precio: 288.8 USD,OBSOLETO,2,0.333,(REACONDICIONADO) APPLE IPAD 2021 10.2' 64GB WI-FI + CELULAR | PLATEADO,APPLE,tablets,ripley_pe,288.79,20001240949,2491
Asus Z170-E - Intel ATX - LGA1151 Motherboard - Barely Used - Original Packaging | fuente: ebay_usa | precio: 59.0 USD,OBSOLETO,2,0.667,Asus Z170-E - Intel ATX - LGA1151 Motherboard - Barely Used - Original Packaging,,,ebay_usa,59.01,v1|167656974527|0,2492
Control Original Wii Classic Pro Negro - Reacondicionado | marca: nintendo | categoria: VIDEOJUEGOS | fuente: falabella_pe,OBSOLETO,2,0.333,Control Original Wii Classic Pro Negro - Reacondicionado,Nintendo,videojuegos,falabella_pe,,152295347,2493
Tarjeta De Video Geforce Rtx 5060 Aero Oc 8 Gb Gddr7 Pcie 5.0 Optimizada Para Gam | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1109.3 USD,VIGENTE,0,1.0,Tarjeta De Video Geforce Rtx 5060 Aero Oc 8 Gb Gddr7 Pcie 5.0 Optimizada Para Gam,GIGABYTE,tarjetas_video,falabella_pe,1109.35,152675775,2494
"MSI Katana15 B12VFK Gaming 15.6"" 144Hz Intel i7-13620H 16GB DDR5 1TB RTX4060 W11 | fuente: ebay_usa | precio: 1150.0 USD",EN_RIESGO,1,0.667,"MSI Katana15 B12VFK Gaming 15.6"" 144Hz Intel i7-13620H 16GB DDR5 1TB RTX4060 W11",,,ebay_usa,1150.0,,2495
SSD Interno KOOTION 1TB NVMe M.2 2280 PCIe 3.0 | marca: generico | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 291.3 USD,EN_RIESGO,1,0.667,SSD Interno KOOTION 1TB NVMe M.2 2280 PCIe 3.0,GENERICO,discos_ssd,falabella_pe,291.32,155554619,2496
Laptop ProBook 640 G5 Core i7-8665U 1.9GHz 16GB RAM 512GB SSD + REACONDICIONADO B | marca: hp | categoria: LAPTOPS | fuente: falabella_pe,OBSOLETO,2,0.667,Laptop ProBook 640 G5 Core i7-8665U 1.9GHz 16GB RAM 512GB SSD + REACONDICIONADO B,HP,laptops,falabella_pe,,151825252,2497
Procesador Core i5-14400F 250470GHz LGA1700 | marca: intel | categoria: PROCESADORES | fuente: falabella_pe,EN_RIESGO,1,0.667,Procesador Core i5-14400F 250470GHz LGA1700,INTEL,procesadores,falabella_pe,,129933454,2498
ASUS ROG Strix B650-A Gaming WiFi AM5 DDR5 ATX Motherboard PCIe 5.0 White | fuente: ebay_usa | precio: 137.8 USD,VIGENTE,0,1.0,ASUS ROG Strix B650-A Gaming WiFi AM5 DDR5 ATX Motherboard PCIe 5.0 White,,,ebay_usa,137.75,v1|168523632737|0,2499
"X870 AORUS Elite WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0 | fuente: ebay_usa | precio: 215.0 USD",VIGENTE,0,1.0,"X870 AORUS Elite WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0",,,ebay_usa,215.0,v1|267506465794|0,2500
RTX 5090 WHITE GAMING PC RYZEN 9 9950X3D 64GB DDR5 RAM 4TB SSD WiFi 7 EDGE PSU | fuente: ebay_usa | precio: 7399.0 USD,VIGENTE,0,1.0,RTX 5090 WHITE GAMING PC RYZEN 9 9950X3D 64GB DDR5 RAM 4TB SSD WiFi 7 EDGE PSU,,,ebay_usa,7399.0,v1|227116268043|0,2501
"ASUS TUF Gaming F16 16"" Laptop i7-13650HX 3TB SSD RTX 4060 16GB DDR5 144Hz Win11 | fuente: ebay_usa | precio: 2421.3 USD",EN_RIESGO,1,0.667,"ASUS TUF Gaming F16 16"" Laptop i7-13650HX 3TB SSD RTX 4060 16GB DDR5 144Hz Win11",,,ebay_usa,2421.28,,2502
"PC GAMER RYZEN 5 5500, 16GB, M.2 500GB, RX 7600 8GB, 550W. | marca: amd | categoria: PROCESADORES | fuente: falabella_pe",EN_RIESGO,1,0.667,"PC GAMER RYZEN 5 5500, 16GB, M.2 500GB, RX 7600 8GB, 550W.",AMD,procesadores,falabella_pe,,150684983,2503
Tarjeta de video GeForce RTX 5050 8G 8 GB GDDR6 PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe,VIGENTE,0,1.0,Tarjeta de video GeForce RTX 5050 8G 8 GB GDDR6 PCIe 5.0,Msi,tarjetas_video,falabella_pe,,154799346,2504
Asus Prime X870-P WiFi ATX Motherboard AM5 Socket DDR5 PCIe 5.0 WIFI7 | fuente: ebay_usa | precio: 109.7 USD,VIGENTE,0,1.0,Asus Prime X870-P WiFi ATX Motherboard AM5 Socket DDR5 PCIe 5.0 WIFI7,,,ebay_usa,109.7,v1|236909224476|0,2505
"Tarjeta de video GeForce RTX5060 Dual Fan GPU, 8GB GDDR7, PCIe Gen 5 | marca: pny | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 570.5 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX5060 Dual Fan GPU, 8GB GDDR7, PCIe Gen 5",PNY,tarjetas_video,falabella_pe,570.47,152116478,2506
ZOTAC GAMING Geforce RTX 5070 SOLID OC GDDR7 12GB PCIe 5.0 Graphic Card | fuente: ebay_usa | precio: 747.8 USD,VIGENTE,0,1.0,ZOTAC GAMING Geforce RTX 5070 SOLID OC GDDR7 12GB PCIe 5.0 Graphic Card,,,ebay_usa,747.76,v1|318030219927|0,2507
Intel Core i5-13600K 3.50GHz 14 Core SRMBD LGA 1700 w/ Original Box and Paste | fuente: ebay_usa | precio: 200.0 USD,EN_RIESGO,1,0.667,Intel Core i5-13600K 3.50GHz 14 Core SRMBD LGA 1700 w/ Original Box and Paste,,,ebay_usa,199.99,v1|287465336093|0,2508
Switch - Modelo estándar Reacondicionado | marca: nintendo | categoria: VIDEOJUEGOS | fuente: falabella_pe,OBSOLETO,2,0.333,Switch - Modelo estándar Reacondicionado,Nintendo,videojuegos,falabella_pe,,150514111,2509
"Tarjeta de video DUAL-RTX5050-O8G, GDDR6, PCIe Gen 5.0 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 960.2 USD",VIGENTE,0,1.0,"Tarjeta de video DUAL-RTX5050-O8G, GDDR6, PCIe Gen 5.0",ASUS,tarjetas_video,falabella_pe,960.18,153727092,2510
